ts0,dt0,hr0,solar,wind,caiso_load,sol_wind,duck
2023-11-08 03:00:00.000000,2023-11-08,3,32,2440,20199,2472,17727
2023-11-08 04:00:00.000000,2023-11-08,4,47,2275,20279,2322,17957
2023-11-08 05:00:00.000000,2023-11-08,5,41,2143,21094,2184,18910
2023-11-08 06:00:00.000000,2023-11-08,6,57,2143,22881,2200,20681
2023-11-08 07:00:00.000000,2023-11-08,7,2839,1906,24375,4745,19630
2023-11-08 08:00:00.000000,2023-11-08,8,10460,1939,23440,12399,11041
2023-11-08 09:00:00.000000,2023-11-08,9,12011,1829,21897,13840,8057
2023-11-08 10:00:00.000000,2023-11-08,10,13272,2880,20834,16152,4682
2023-11-08 11:00:00.000000,2023-11-08,11,13311,3159,20146,16470,3676
2023-11-08 12:00:00.000000,2023-11-08,12,13675,2817,20026,16492,3534
2023-11-08 13:00:00.000000,2023-11-08,13,14058,2574,20554,16632,3922
2023-11-08 14:00:00.000000,2023-11-08,14,13619,2444,21787,16063,5724
2023-11-08 15:00:00.000000,2023-11-08,15,12254,1883,23484,14137,9347
2023-11-08 16:00:00.000000,2023-11-08,16,4465,1472,25326,5937,19389
2023-11-08 17:00:00.000000,2023-11-08,17,72,1513,27129,1585,25544
2023-11-08 18:00:00.000000,2023-11-08,18,-36,1452,27997,1416,26581
2023-11-08 19:00:00.000000,2023-11-08,19,-24,1539,27169,1515,25654
2023-11-08 20:00:00.000000,2023-11-08,20,-19,2017,26464,1998,24466
2023-11-08 21:00:00.000000,2023-11-08,21,-35,2137,25603,2102,23501
2023-11-08 22:00:00.000000,2023-11-08,22,-35,2260,24668,2225,22443
2023-11-08 23:00:00.000000,2023-11-08,23,-35,2402,23208,2367,20841
2023-11-09 00:00:00.000000,2023-11-09,0,-50,2161,21836,2111,19725
2023-11-09 01:00:00.000000,2023-11-09,1,-50,1968,21467,1918,19549
2023-11-09 02:00:00.000000,2023-11-09,2,-51,1683,20730,1632,19098
2023-11-09 03:00:00.000000,2023-11-09,3,-51,1641,20363,1590,18773
2023-11-09 04:00:00.000000,2023-11-09,4,-51,1674,20446,1623,18823
2023-11-09 05:00:00.000000,2023-11-09,5,-53,1695,21235,1642,19593
2023-11-09 06:00:00.000000,2023-11-09,6,-54,1782,22930,1728,21202
2023-11-09 07:00:00.000000,2023-11-09,7,2688,1768,24295,4456,19839
2023-11-09 08:00:00.000000,2023-11-09,8,10310,1417,23186,11727,11459
2023-11-09 09:00:00.000000,2023-11-09,9,13342,1344,21923,14686,7237
2023-11-09 10:00:00.000000,2023-11-09,10,13861,1346,21092,15207,5885
2023-11-09 11:00:00.000000,2023-11-09,11,13742,1450,20348,15192,5156
2023-11-09 12:00:00.000000,2023-11-09,12,13145,1452,20385,14597,5788
2023-11-09 13:00:00.000000,2023-11-09,13,13367,1277,20913,14644,6269
2023-11-09 14:00:00.000000,2023-11-09,14,12453,1096,22668,13549,9119
2023-11-09 15:00:00.000000,2023-11-09,15,11118,993,24505,12111,12394
2023-11-09 16:00:00.000000,2023-11-09,16,3294,968,25570,4262,21308
2023-11-09 17:00:00.000000,2023-11-09,17,43,826,26918,869,26049
2023-11-09 18:00:00.000000,2023-11-09,18,-32,917,27511,885,26626
2023-11-09 19:00:00.000000,2023-11-09,19,-25,762,26801,737,26064
2023-11-09 20:00:00.000000,2023-11-09,20,-31,732,26073,701,25372
2023-11-09 21:00:00.000000,2023-11-09,21,-30,675,25282,645,24637
2023-11-09 22:00:00.000000,2023-11-09,22,-31,572,24599,541,24058
2023-11-09 23:00:00.000000,2023-11-09,23,-30,479,23200,449,22751
2023-11-10 00:00:00.000000,2023-11-10,0,-31,542,21878,511,21367
2023-11-10 01:00:00.000000,2023-11-10,1,-31,542,21501,511,20990
2023-11-10 02:00:00.000000,2023-11-10,2,-31,613,20886,582,20304
2023-11-10 03:00:00.000000,2023-11-10,3,-32,637,20415,605,19810
2023-11-10 04:00:00.000000,2023-11-10,4,-32,480,20339,448,19891
2023-11-10 05:00:00.000000,2023-11-10,5,-33,300,21069,267,20802
2023-11-10 06:00:00.000000,2023-11-10,6,-33,254,22407,221,22186
2023-11-10 07:00:00.000000,2023-11-10,7,2664,220,23315,2884,20431
2023-11-10 08:00:00.000000,2023-11-10,8,9295,235,23395,9530,13865
2023-11-10 09:00:00.000000,2023-11-10,9,11979,236,21990,12215,9775
2023-11-10 10:00:00.000000,2023-11-10,10,12433,246,20998,12679,8319
2023-11-10 11:00:00.000000,2023-11-10,11,12885,276,20521,13161,7360
2023-11-10 12:00:00.000000,2023-11-10,12,13280,257,19943,13537,6406
2023-11-10 13:00:00.000000,2023-11-10,13,12672,510,20276,13182,7094
2023-11-10 14:00:00.000000,2023-11-10,14,12897,206,21346,13103,8243
2023-11-10 15:00:00.000000,2023-11-10,15,11335,94,22560,11429,11131
2023-11-10 16:00:00.000000,2023-11-10,16,4075,42,24425,4117,20308
2023-11-10 17:00:00.000000,2023-11-10,17,-5,67,26090,62,26028
2023-11-10 18:00:00.000000,2023-11-10,18,-34,107,26730,73,26657
2023-11-10 19:00:00.000000,2023-11-10,19,-34,194,25990,160,25830
2023-11-10 20:00:00.000000,2023-11-10,20,-34,194,25291,160,25131
2023-11-10 21:00:00.000000,2023-11-10,21,-34,228,24645,194,24451
2023-11-10 22:00:00.000000,2023-11-10,22,-34,279,23882,245,23637
2023-11-10 23:00:00.000000,2023-11-10,23,-34,252,22776,218,22558
2023-11-11 00:00:00.000000,2023-11-11,0,-35,257,21638,222,21416
2023-11-11 01:00:00.000000,2023-11-11,1,-35,341,21215,306,20909
2023-11-11 02:00:00.000000,2023-11-11,2,-34,361,20562,327,20235
2023-11-11 03:00:00.000000,2023-11-11,3,-35,534,20094,499,19595
2023-11-11 04:00:00.000000,2023-11-11,4,-36,571,19977,535,19442
2023-11-11 05:00:00.000000,2023-11-11,5,-37,722,20161,685,19476
2023-11-11 06:00:00.000000,2023-11-11,6,-36,843,20964,807,20157
2023-11-11 07:00:00.000000,2023-11-11,7,2561,783,20954,3344,17610
2023-11-11 08:00:00.000000,2023-11-11,8,10520,957,20215,11477,8738
2023-11-11 09:00:00.000000,2023-11-11,9,13555,990,18941,14545,4396
2023-11-11 10:00:00.000000,2023-11-11,10,13360,862,17631,14222,3409
2023-11-11 11:00:00.000000,2023-11-11,11,12918,806,16933,13724,3209
2023-11-11 12:00:00.000000,2023-11-11,12,12854,864,16945,13718,3227
2023-11-11 13:00:00.000000,2023-11-11,13,12935,736,17563,13671,3892
2023-11-11 14:00:00.000000,2023-11-11,14,12624,625,18590,13249,5341
2023-11-11 15:00:00.000000,2023-11-11,15,11767,652,20228,12419,7809
2023-11-11 16:00:00.000000,2023-11-11,16,4152,507,22586,4659,17927
2023-11-11 17:00:00.000000,2023-11-11,17,60,580,24523,640,23883
2023-11-11 18:00:00.000000,2023-11-11,18,-41,716,25106,675,24431
2023-11-11 19:00:00.000000,2023-11-11,19,-38,793,24585,755,23830
2023-11-11 20:00:00.000000,2023-11-11,20,-37,918,24021,881,23140
2023-11-11 21:00:00.000000,2023-11-11,21,-38,760,23511,722,22789
2023-11-11 22:00:00.000000,2023-11-11,22,-38,811,22902,773,22129
2023-11-11 23:00:00.000000,2023-11-11,23,-38,787,21938,749,21189
2023-11-12 00:00:00.000000,2023-11-12,0,-41,715,20905,674,20231
2023-11-12 01:00:00.000000,2023-11-12,1,-40,721,20495,681,19814
2023-11-12 02:00:00.000000,2023-11-12,2,-41,850,19890,809,19081
2023-11-12 03:00:00.000000,2023-11-12,3,-41,1048,19501,1007,18494
2023-11-12 04:00:00.000000,2023-11-12,4,-42,1111,19220,1069,18151
2023-11-12 05:00:00.000000,2023-11-12,5,-43,1136,19333,1093,18240
2023-11-12 06:00:00.000000,2023-11-12,6,-43,952,19912,909,19003
2023-11-12 07:00:00.000000,2023-11-12,7,2473,907,19932,3380,16552
2023-11-12 08:00:00.000000,2023-11-12,8,10528,709,19044,11237,7807
2023-11-12 09:00:00.000000,2023-11-12,9,13224,475,17879,13699,4180
2023-11-12 10:00:00.000000,2023-11-12,10,13547,478,16976,14025,2951
2023-11-12 11:00:00.000000,2023-11-12,11,13448,401,16537,13849,2688
2023-11-12 12:00:00.000000,2023-11-12,12,13390,348,16491,13738,2753
2023-11-12 13:00:00.000000,2023-11-12,13,13954,324,17384,14278,3106
2023-11-12 14:00:00.000000,2023-11-12,14,13788,339,18671,14127,4544
2023-11-12 15:00:00.000000,2023-11-12,15,11928,391,20627,12319,8308
2023-11-12 16:00:00.000000,2023-11-12,16,3788,487,22909,4275,18634
2023-11-12 17:00:00.000000,2023-11-12,17,-35,547,25010,512,24498
2023-11-12 18:00:00.000000,2023-11-12,18,-55,419,25688,364,25324
2023-11-12 19:00:00.000000,2023-11-12,19,-53,454,25120,401,24719
2023-11-12 20:00:00.000000,2023-11-12,20,-53,543,24496,490,24006
2023-11-12 21:00:00.000000,2023-11-12,21,-53,731,23751,678,23073
2023-11-12 22:00:00.000000,2023-11-12,22,-52,627,22891,575,22316
2023-11-12 23:00:00.000000,2023-11-12,23,-53,587,21548,534,21014
2023-11-13 00:00:00.000000,2023-11-13,0,-54,413,20645,359,20286
2023-11-13 01:00:00.000000,2023-11-13,1,-53,392,20240,339,19901
2023-11-13 02:00:00.000000,2023-11-13,2,-53,345,19705,292,19413
2023-11-13 03:00:00.000000,2023-11-13,3,-53,272,19426,219,19207
2023-11-13 04:00:00.000000,2023-11-13,4,-54,256,19450,202,19248
2023-11-13 05:00:00.000000,2023-11-13,5,-54,302,20251,248,20003
2023-11-13 06:00:00.000000,2023-11-13,6,-57,311,22113,254,21859
2023-11-13 07:00:00.000000,2023-11-13,7,1662,258,23837,1920,21917
2023-11-13 08:00:00.000000,2023-11-13,8,6979,141,23603,7120,16483
2023-11-13 09:00:00.000000,2023-11-13,9,9284,201,23011,9485,13526
2023-11-13 10:00:00.000000,2023-11-13,10,10964,96,21766,11060,10706
2023-11-13 11:00:00.000000,2023-11-13,11,10766,99,21417,10865,10552
2023-11-13 12:00:00.000000,2023-11-13,12,10983,91,21707,11074,10633
2023-11-13 13:00:00.000000,2023-11-13,13,11233,103,21628,11336,10292
2023-11-13 14:00:00.000000,2023-11-13,14,9489,177,21959,9666,12293
2023-11-13 15:00:00.000000,2023-11-13,15,8060,222,23222,8282,14940
2023-11-13 16:00:00.000000,2023-11-13,16,3027,287,25141,3314,21827
2023-11-13 17:00:00.000000,2023-11-13,17,0,586,26967,586,26381
2023-11-13 18:00:00.000000,2023-11-13,18,-2,677,27775,675,27100
2023-11-13 19:00:00.000000,2023-11-13,19,0,769,26895,769,26126
2023-11-13 20:00:00.000000,2023-11-13,20,-13,879,26343,866,25477
2023-11-13 21:00:00.000000,2023-11-13,21,-12,806,25587,794,24793
2023-11-13 22:00:00.000000,2023-11-13,22,-12,786,24398,774,23624
2023-11-13 23:00:00.000000,2023-11-13,23,-13,898,22807,885,21922
2023-11-14 00:00:00.000000,2023-11-14,0,-13,1091,21576,1078,20498
2023-11-14 01:00:00.000000,2023-11-14,1,-13,939,21009,926,20083
2023-11-14 02:00:00.000000,2023-11-14,2,-14,1097,20666,1083,19583
2023-11-14 03:00:00.000000,2023-11-14,3,-14,965,20455,951,19504
2023-11-14 04:00:00.000000,2023-11-14,4,-14,1034,20374,1020,19354
2023-11-14 05:00:00.000000,2023-11-14,5,-15,1054,21063,1039,20024
2023-11-14 06:00:00.000000,2023-11-14,6,-18,1180,22659,1162,21497
2023-11-14 07:00:00.000000,2023-11-14,7,1995,1049,24299,3044,21255
2023-11-14 08:00:00.000000,2023-11-14,8,9736,825,23891,10561,13330
2023-11-14 09:00:00.000000,2023-11-14,9,12883,997,22934,13880,9054
2023-11-14 10:00:00.000000,2023-11-14,10,12694,1013,21678,13707,7971
2023-11-14 11:00:00.000000,2023-11-14,11,13123,1216,21679,14339,7340
2023-11-14 12:00:00.000000,2023-11-14,12,12500,1323,21507,13823,7684
2023-11-14 13:00:00.000000,2023-11-14,13,11381,1359,21983,12740,9243
2023-11-14 14:00:00.000000,2023-11-14,14,10618,1297,23266,11915,11351
2023-11-14 15:00:00.000000,2023-11-14,15,8584,1177,24501,9761,14740
2023-11-14 16:00:00.000000,2023-11-14,16,2916,1145,26160,4061,22099
2023-11-14 17:00:00.000000,2023-11-14,17,42,1288,27372,1330,26042
2023-11-14 18:00:00.000000,2023-11-14,18,-48,1428,27736,1380,26356
2023-11-14 19:00:00.000000,2023-11-14,19,-49,1444,26863,1395,25468
2023-11-14 20:00:00.000000,2023-11-14,20,-49,1426,26036,1377,24659
2023-11-14 21:00:00.000000,2023-11-14,21,-48,1623,25226,1575,23651
2023-11-14 22:00:00.000000,2023-11-14,22,-48,1435,24362,1387,22975
2023-11-14 23:00:00.000000,2023-11-14,23,-49,1336,22843,1287,21556
2023-11-15 00:00:00.000000,2023-11-15,0,-49,1180,21563,1131,20432
2023-11-15 01:00:00.000000,2023-11-15,1,-49,1119,21145,1070,20075
2023-11-15 02:00:00.000000,2023-11-15,2,-49,1168,20554,1119,19435
2023-11-15 03:00:00.000000,2023-11-15,3,-52,1371,20217,1319,18898
2023-11-15 04:00:00.000000,2023-11-15,4,-51,1157,20259,1106,19153
2023-11-15 05:00:00.000000,2023-11-15,5,-52,1392,20916,1340,19576
2023-11-15 06:00:00.000000,2023-11-15,6,-55,1393,22541,1338,21203
2023-11-15 07:00:00.000000,2023-11-15,7,618,891,24318,1509,22809
2023-11-15 08:00:00.000000,2023-11-15,8,3652,829,24592,4481,20111
2023-11-15 09:00:00.000000,2023-11-15,9,6299,708,24848,7007,17841
2023-11-15 10:00:00.000000,2023-11-15,10,6363,643,25937,7006,18931
2023-11-15 11:00:00.000000,2023-11-15,11,5504,494,26122,5998,20124
2023-11-15 12:00:00.000000,2023-11-15,12,4659,689,25583,5348,20235
2023-11-15 13:00:00.000000,2023-11-15,13,2885,908,25215,3793,21422
2023-11-15 14:00:00.000000,2023-11-15,14,1818,598,25335,2416,22919
2023-11-15 15:00:00.000000,2023-11-15,15,981,489,26019,1470,24549
2023-11-15 16:00:00.000000,2023-11-15,16,339,921,26344,1260,25084
2023-11-15 17:00:00.000000,2023-11-15,17,-58,1001,27500,943,26557
2023-11-15 18:00:00.000000,2023-11-15,18,-49,898,27663,849,26814
2023-11-15 19:00:00.000000,2023-11-15,19,-49,1012,26864,963,25901
2023-11-15 20:00:00.000000,2023-11-15,20,-49,1257,26171,1208,24963
2023-11-15 21:00:00.000000,2023-11-15,21,-49,1156,25315,1107,24208
2023-11-15 22:00:00.000000,2023-11-15,22,-48,1050,24330,1002,23328
2023-11-15 23:00:00.000000,2023-11-15,23,-48,1408,22854,1360,21494
2023-11-16 00:00:00.000000,2023-11-16,0,-51,1509,21597,1458,20139
2023-11-16 01:00:00.000000,2023-11-16,1,-51,1463,21027,1412,19615
2023-11-16 02:00:00.000000,2023-11-16,2,-52,1431,20375,1379,18996
2023-11-16 03:00:00.000000,2023-11-16,3,-52,1429,20041,1377,18664
2023-11-16 04:00:00.000000,2023-11-16,4,-52,1495,20134,1443,18691
2023-11-16 05:00:00.000000,2023-11-16,5,-52,1378,20867,1326,19541
2023-11-16 06:00:00.000000,2023-11-16,6,-54,1295,22324,1241,21083
2023-11-16 07:00:00.000000,2023-11-16,7,664,1315,24045,1979,22066
2023-11-16 08:00:00.000000,2023-11-16,8,4627,1259,23790,5886,17904
2023-11-16 09:00:00.000000,2023-11-16,9,7956,1543,23066,9499,13567
2023-11-16 10:00:00.000000,2023-11-16,10,9769,1510,22407,11279,11128
2023-11-16 11:00:00.000000,2023-11-16,11,10051,1516,22424,11567,10857
2023-11-16 12:00:00.000000,2023-11-16,12,9972,1458,22519,11430,11089
2023-11-16 13:00:00.000000,2023-11-16,13,8976,1526,22622,10502,12120
2023-11-16 14:00:00.000000,2023-11-16,14,8159,1360,23771,9519,14252
2023-11-16 15:00:00.000000,2023-11-16,15,6341,1207,24783,7548,17235
2023-11-16 16:00:00.000000,2023-11-16,16,2604,1238,26217,3842,22375
2023-11-16 17:00:00.000000,2023-11-16,17,5,1341,27423,1346,26077
2023-11-16 18:00:00.000000,2023-11-16,18,-33,1319,27810,1286,26524
2023-11-16 19:00:00.000000,2023-11-16,19,-35,1402,27100,1367,25733
2023-11-16 20:00:00.000000,2023-11-16,20,-38,1376,26448,1338,25110
2023-11-16 21:00:00.000000,2023-11-16,21,-38,1403,25516,1365,24151
2023-11-16 22:00:00.000000,2023-11-16,22,-36,1337,24482,1301,23181
2023-11-16 23:00:00.000000,2023-11-16,23,-39,1183,22953,1144,21809
2023-11-17 00:00:00.000000,2023-11-17,0,-39,1196,21770,1157,20613
2023-11-17 01:00:00.000000,2023-11-17,1,-39,1217,21251,1178,20073
2023-11-17 02:00:00.000000,2023-11-17,2,-51,1106,20519,1055,19464
2023-11-17 03:00:00.000000,2023-11-17,3,-51,1178,20112,1127,18985
2023-11-17 04:00:00.000000,2023-11-17,4,-51,936,20065,885,19180
2023-11-17 05:00:00.000000,2023-11-17,5,-52,730,20906,678,20228
2023-11-17 06:00:00.000000,2023-11-17,6,-53,598,22384,545,21839
2023-11-17 07:00:00.000000,2023-11-17,7,1548,537,23868,2085,21783
2023-11-17 08:00:00.000000,2023-11-17,8,7314,539,23538,7853,15685
2023-11-17 09:00:00.000000,2023-11-17,9,10428,648,23045,11076,11969
2023-11-17 10:00:00.000000,2023-11-17,10,12097,947,22092,13044,9048
2023-11-17 11:00:00.000000,2023-11-17,11,12402,749,21725,13151,8574
2023-11-17 12:00:00.000000,2023-11-17,12,12639,623,21961,13262,8699
2023-11-17 13:00:00.000000,2023-11-17,13,11678,746,22833,12424,10409
2023-11-17 14:00:00.000000,2023-11-17,14,11126,642,24238,11768,12470
2023-11-17 15:00:00.000000,2023-11-17,15,7890,706,25164,8596,16568
2023-11-17 16:00:00.000000,2023-11-17,16,1921,774,26070,2695,23375
2023-11-17 17:00:00.000000,2023-11-17,17,26,605,27466,631,26835
2023-11-17 18:00:00.000000,2023-11-17,18,-49,797,27617,748,26869
2023-11-17 19:00:00.000000,2023-11-17,19,-50,650,26684,600,26084
2023-11-17 20:00:00.000000,2023-11-17,20,-51,546,25854,495,25359
2023-11-17 21:00:00.000000,2023-11-17,21,-51,916,25043,865,24178
2023-11-17 22:00:00.000000,2023-11-17,22,-51,1074,24337,1023,23314
2023-11-17 23:00:00.000000,2023-11-17,23,-52,826,23107,774,22333
2023-11-18 00:00:00.000000,2023-11-18,0,-51,971,21840,920,20920
2023-11-18 01:00:00.000000,2023-11-18,1,-52,910,21260,858,20402
2023-11-18 02:00:00.000000,2023-11-18,2,-53,1038,20516,985,19531
2023-11-18 03:00:00.000000,2023-11-18,3,-52,1455,20032,1403,18629
2023-11-18 04:00:00.000000,2023-11-18,4,-53,1324,19932,1271,18661
2023-11-18 05:00:00.000000,2023-11-18,5,-54,1196,20069,1142,18927
2023-11-18 06:00:00.000000,2023-11-18,6,-56,1246,20626,1190,19436
2023-11-18 07:00:00.000000,2023-11-18,7,1138,1143,20975,2281,18694
2023-11-18 08:00:00.000000,2023-11-18,8,5776,1271,20663,7047,13616
2023-11-18 09:00:00.000000,2023-11-18,9,8586,1549,21558,10135,11423
2023-11-18 10:00:00.000000,2023-11-18,10,9173,1913,21753,11086,10667
2023-11-18 11:00:00.000000,2023-11-18,11,10436,2325,21629,12761,8868
2023-11-18 12:00:00.000000,2023-11-18,12,10484,3075,21290,13559,7731
2023-11-18 13:00:00.000000,2023-11-18,13,10617,3407,21439,14024,7415
2023-11-18 14:00:00.000000,2023-11-18,14,10623,2702,21755,13325,8430
2023-11-18 15:00:00.000000,2023-11-18,15,8911,2383,22561,11294,11267
2023-11-18 16:00:00.000000,2023-11-18,16,2810,2636,23677,5446,18231
2023-11-18 17:00:00.000000,2023-11-18,17,116,2567,25309,2683,22626
2023-11-18 18:00:00.000000,2023-11-18,18,-9,2968,25488,2959,22529
2023-11-18 19:00:00.000000,2023-11-18,19,-8,3311,24812,3303,21509
2023-11-18 20:00:00.000000,2023-11-18,20,-9,3433,24403,3424,20979
2023-11-18 21:00:00.000000,2023-11-18,21,-24,3577,23793,3553,20240
2023-11-18 22:00:00.000000,2023-11-18,22,-39,4448,23250,4409,18841
2023-11-18 23:00:00.000000,2023-11-18,23,-40,4851,22053,4811,17242
2023-11-19 00:00:00.000000,2023-11-19,0,-40,5173,20932,5133,15799
2023-11-19 01:00:00.000000,2023-11-19,1,-40,4848,20396,4808,15588
2023-11-19 02:00:00.000000,2023-11-19,2,-41,5200,19791,5159,14632
2023-11-19 03:00:00.000000,2023-11-19,3,-40,5218,19523,5178,14345
2023-11-19 04:00:00.000000,2023-11-19,4,-41,4207,19338,4166,15172
2023-11-19 05:00:00.000000,2023-11-19,5,-42,3317,19310,3275,16035
2023-11-19 06:00:00.000000,2023-11-19,6,-43,2857,19776,2814,16962
2023-11-19 07:00:00.000000,2023-11-19,7,1565,2929,19999,4494,15505
2023-11-19 08:00:00.000000,2023-11-19,8,8366,3096,19467,11462,8005
2023-11-19 09:00:00.000000,2023-11-19,9,10871,3281,18519,14152,4367
2023-11-19 10:00:00.000000,2023-11-19,10,11429,3417,17146,14846,2300
2023-11-19 11:00:00.000000,2023-11-19,11,11145,3683,16423,14828,1595
2023-11-19 12:00:00.000000,2023-11-19,12,11059,3485,16592,14544,2048
2023-11-19 13:00:00.000000,2023-11-19,13,10907,3431,16856,14338,2518
2023-11-19 14:00:00.000000,2023-11-19,14,10236,3336,17926,13572,4354
2023-11-19 15:00:00.000000,2023-11-19,15,10128,3528,19704,13656,6048
2023-11-19 16:00:00.000000,2023-11-19,16,3638,4143,22493,7781,14712
2023-11-19 17:00:00.000000,2023-11-19,17,203,4103,25120,4306,20814
2023-11-19 18:00:00.000000,2023-11-19,18,-56,4750,25515,4694,20821
2023-11-19 19:00:00.000000,2023-11-19,19,-54,4648,25172,4594,20578
2023-11-19 20:00:00.000000,2023-11-19,20,-54,4902,24720,4848,19872
2023-11-19 21:00:00.000000,2023-11-19,21,-54,4543,24171,4489,19682
2023-11-19 22:00:00.000000,2023-11-19,22,-54,4351,23432,4297,19135
2023-11-19 23:00:00.000000,2023-11-19,23,-55,4001,22161,3946,18215
2023-11-20 00:00:00.000000,2023-11-20,0,-54,3255,21154,3201,17953
2023-11-20 01:00:00.000000,2023-11-20,1,-54,3121,20756,3067,17689
2023-11-20 02:00:00.000000,2023-11-20,2,-55,3006,20234,2951,17283
2023-11-20 03:00:00.000000,2023-11-20,3,-55,2999,20036,2944,17092
2023-11-20 04:00:00.000000,2023-11-20,4,-55,3037,20098,2982,17116
2023-11-20 05:00:00.000000,2023-11-20,5,-57,2616,20889,2559,18330
2023-11-20 06:00:00.000000,2023-11-20,6,-59,2506,22599,2447,20152
2023-11-20 07:00:00.000000,2023-11-20,7,1467,2363,23930,3830,20100
2023-11-20 08:00:00.000000,2023-11-20,8,9018,2192,23369,11210,12159
2023-11-20 09:00:00.000000,2023-11-20,9,12518,2635,22026,15153,6873
2023-11-20 10:00:00.000000,2023-11-20,10,12795,2857,20639,15652,4987
2023-11-20 11:00:00.000000,2023-11-20,11,12997,2868,20085,15865,4220
2023-11-20 12:00:00.000000,2023-11-20,12,12379,2848,19749,15227,4522
2023-11-20 13:00:00.000000,2023-11-20,13,12573,2826,20178,15399,4779
2023-11-20 14:00:00.000000,2023-11-20,14,12031,3166,21447,15197,6250
2023-11-20 15:00:00.000000,2023-11-20,15,11414,3035,22967,14449,8518
2023-11-20 16:00:00.000000,2023-11-20,16,3565,2774,25189,6339,18850
2023-11-20 17:00:00.000000,2023-11-20,17,-14,2025,27084,2011,25073
2023-11-20 18:00:00.000000,2023-11-20,18,-26,2049,27953,2023,25930
2023-11-20 19:00:00.000000,2023-11-20,19,-35,2286,27278,2251,25027
2023-11-20 20:00:00.000000,2023-11-20,20,-37,2230,26586,2193,24393
2023-11-20 21:00:00.000000,2023-11-20,21,-37,2410,25797,2373,23424
2023-11-20 22:00:00.000000,2023-11-20,22,-37,2683,24861,2646,22215
2023-11-20 23:00:00.000000,2023-11-20,23,-37,2440,23266,2403,20863
2023-11-21 00:00:00.000000,2023-11-21,0,-37,2239,22012,2202,19810
2023-11-21 01:00:00.000000,2023-11-21,1,-36,2294,21516,2258,19258
2023-11-21 02:00:00.000000,2023-11-21,2,-38,2368,20849,2330,18519
2023-11-21 03:00:00.000000,2023-11-21,3,-38,2179,20545,2141,18404
2023-11-21 04:00:00.000000,2023-11-21,4,-40,1929,20719,1889,18830
2023-11-21 05:00:00.000000,2023-11-21,5,-40,1671,21413,1631,19782
2023-11-21 06:00:00.000000,2023-11-21,6,-43,1731,23012,1688,21324
2023-11-21 07:00:00.000000,2023-11-21,7,1594,1499,24263,3093,21170
2023-11-21 08:00:00.000000,2023-11-21,8,9606,1492,23636,11098,12538
2023-11-21 09:00:00.000000,2023-11-21,9,12901,1409,22591,14310,8281
2023-11-21 10:00:00.000000,2023-11-21,10,13536,1338,21580,14874,6706
2023-11-21 11:00:00.000000,2023-11-21,11,13465,1396,21253,14861,6392
2023-11-21 12:00:00.000000,2023-11-21,12,13407,1432,21307,14839,6468
2023-11-21 13:00:00.000000,2023-11-21,13,13469,1237,22167,14706,7461
2023-11-21 14:00:00.000000,2023-11-21,14,13405,900,23314,14305,9009
2023-11-21 15:00:00.000000,2023-11-21,15,11395,704,24782,12099,12683
2023-11-21 16:00:00.000000,2023-11-21,16,2764,538,26166,3302,22864
2023-11-21 17:00:00.000000,2023-11-21,17,15,484,27701,499,27202
2023-11-21 18:00:00.000000,2023-11-21,18,-14,574,27996,560,27436
2023-11-21 19:00:00.000000,2023-11-21,19,-28,539,27286,511,26775
2023-11-21 20:00:00.000000,2023-11-21,20,-29,494,26680,465,26215
2023-11-21 21:00:00.000000,2023-11-21,21,-29,564,25940,535,25405
2023-11-21 22:00:00.000000,2023-11-21,22,-30,650,25065,620,24445
2023-11-21 23:00:00.000000,2023-11-21,23,-31,672,23572,641,22931
2023-11-22 00:00:00.000000,2023-11-22,0,-31,737,22445,706,21739
2023-11-22 01:00:00.000000,2023-11-22,1,-30,838,21848,808,21040
2023-11-22 02:00:00.000000,2023-11-22,2,-30,942,21141,912,20229
2023-11-22 03:00:00.000000,2023-11-22,3,-31,856,20760,825,19935
2023-11-22 04:00:00.000000,2023-11-22,4,-31,980,20810,949,19861
2023-11-22 05:00:00.000000,2023-11-22,5,-32,1050,21523,1018,20505
2023-11-22 06:00:00.000000,2023-11-22,6,-35,1118,23002,1083,21919
2023-11-22 07:00:00.000000,2023-11-22,7,1574,1023,24170,2597,21573
2023-11-22 08:00:00.000000,2023-11-22,8,9149,904,23733,10053,13680
2023-11-22 09:00:00.000000,2023-11-22,9,13102,891,23012,13993,9019
2023-11-22 10:00:00.000000,2023-11-22,10,13659,906,21763,14565,7198
2023-11-22 11:00:00.000000,2023-11-22,11,13250,964,21180,14214,6966
2023-11-22 12:00:00.000000,2023-11-22,12,13459,934,20991,14393,6598
2023-11-22 13:00:00.000000,2023-11-22,13,13615,770,21353,14385,6968
2023-11-22 14:00:00.000000,2023-11-22,14,13378,641,22916,14019,8897
2023-11-22 15:00:00.000000,2023-11-22,15,10880,556,24928,11436,13492
2023-11-22 16:00:00.000000,2023-11-22,16,3108,660,26099,3768,22331
2023-11-22 17:00:00.000000,2023-11-22,17,94,903,27607,997,26610
2023-11-22 18:00:00.000000,2023-11-22,18,76,1133,27601,1209,26392
2023-11-22 19:00:00.000000,2023-11-22,19,69,1364,26838,1433,25405
2023-11-22 20:00:00.000000,2023-11-22,20,67,1378,26175,1445,24730
2023-11-22 21:00:00.000000,2023-11-22,21,69,1475,25472,1544,23928
2023-11-22 22:00:00.000000,2023-11-22,22,66,1450,24628,1516,23112
